filename,state_code,state_name,plate_number,source
319f51dc-9db2-4977-a43d-09561cdd54ab___1415806d1442489743t-raging-red-rover-r3-my-mahindra-scorpio-s10-4x4-nudge-guard.jpg.jpeg,DL,Delhi,DL12CG6648,google_images
346a6946-ae0a-4b3f-b094-d971124b2064___banner_3.png,DL,Delhi,DL6CAB123X,google_images
3d7cd880-ea4b-4d63-9706-bea1df54af20___135712d1400874352-skoda-rapid-1-6tdi-cr-mt-elegance-ultima-candy-white-white-monster-1911216_676392609084007_1524722860_o.jpg.jpeg,DL,Delhi,DL3CAY9324,google_images
59e121dc-ebc6-4e4c-ba88-7fe04b569218___Autopsyches-Skoda-Laura-6.jpg.jpeg,DL,Delhi,DL3CAY2231,google_images
730a2f83-cd53-4943-8922-af9d4fcad415___new_2.jpg,DL,Delhi,DL1N4268,google_images
79094948-25d3-418e-86fc-3c2d62917f62___513039-volkswagen-vento-test-drive-review-06032011612.jpg.jpeg,DL,Delhi,DL12C3536,google_images
8625b831-13a1-4b7d-9466-826cd6d36c67___1304650d1414861991-number-plates-merchandise-canvas-ink-gurgaon-edit-closed-10471269_1537317779842156_5063668061078329632_n.jpg.jpeg,DL,Delhi,DL7CN5617,google_images
8da5183c-275f-4294-a5a8-276e10ac5ad0___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-amt_827x510_81478504265.jpg,DL,Delhi,DL14CTC0153,google_images
8e0b8c6f-850f-4918-983a-7fa110368d32___banner_4.png,DL,Delhi,DL6CAB123X,google_images
DL1.jpg,DL,Delhi,DL6CJ8404,State-wise_OLX
DL10.jpg,DL,Delhi,DL9CAE1359,State-wise_OLX
DL11.jpg,DL,Delhi,DL9CAP8884,State-wise_OLX
DL12.jpg,DL,Delhi,DL5CH7599,State-wise_OLX
DL13.jpg,DL,Delhi,DL12CJ9823,State-wise_OLX
DL14.jpg,DL,Delhi,DL9CAU4743,State-wise_OLX
DL15.jpg,DL,Delhi,DL8CZ7230,State-wise_OLX
DL16.jpg,DL,Delhi,DL9CAV1739,State-wise_OLX
DL18.jpg,DL,Delhi,DL1CS8739,State-wise_OLX
DL19.jpg,DL,Delhi,DL1CT2782,State-wise_OLX
DL2.jpg,DL,Delhi,DL6CR7002,State-wise_OLX
DL20.jpg,DL,Delhi,DL12CL2555,State-wise_OLX
DL21.jpg,DL,Delhi,DL12CS7886,State-wise_OLX
DL22.jpg,DL,Delhi,DL6CL0457,State-wise_OLX
DL23.jpg,DL,Delhi,DL2CAX2886,State-wise_OLX
DL24.jpg,DL,Delhi,DL3CCK8019,State-wise_OLX
DL25.jpg,DL,Delhi,DL9C0S1537,State-wise_OLX
DL26.jpg,DL,Delhi,DL11CA4900,State-wise_OLX
DL27.jpg,DL,Delhi,DL10CA0986,State-wise_OLX
DL28.jpg,DL,Delhi,DL40NA7238,State-wise_OLX
DL29.jpg,DL,Delhi,DL8CAL4134,State-wise_OLX
DL3.jpg,DL,Delhi,DL8CAU6883,State-wise_OLX
DL30.jpg,DL,Delhi,DL10C05520,State-wise_OLX
DL31.jpg,DL,Delhi,DL8CNA1596,State-wise_OLX
DL32.jpg,DL,Delhi,DL2CAR0108,State-wise_OLX
DL33.jpg,DL,Delhi,DL4CNA7231,State-wise_OLX
DL34.jpg,DL,Delhi,DL8CNA5085,State-wise_OLX
DL35.jpg,DL,Delhi,DL3CBS5881,State-wise_OLX
DL38.jpg,DL,Delhi,DL4CAQ3231,State-wise_OLX
DL4.jpg,DL,Delhi,DL9CAU5573,State-wise_OLX
DL5.jpg,DL,Delhi,DL12CN8660,State-wise_OLX
DL6.jpg,DL,Delhi,DL4CAM9066,State-wise_OLX
DL7.jpg,DL,Delhi,DL12CK8643,State-wise_OLX
DL8.jpg,DL,Delhi,DL10CH1252,State-wise_OLX
DL9.jpg,DL,Delhi,DL2CH8634,State-wise_OLX
a615016b-4d07-46c7-a52b-8d4319fe3a10___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-terrano-rear-view.jpg,DL,Delhi,DL6CM6683,google_images
car-wbs-DL10CG4693_00000.jpeg,DL,Delhi,DL10CG4693,google_images
car-wbs-DL12C3536_00000.jpeg,DL,Delhi,DL12C3536,google_images
car-wbs-DL3CAY2231_00000.jpeg,DL,Delhi,DL3CAY2231,google_images
car-wbs-DL3CAY9324_00000.jpeg,DL,Delhi,DL3CAY9324,google_images
car-wbs-DL6CM6683_00000.jpg,DL,Delhi,DL6CM6683,google_images
car-wbs-DL6CM6683_00001.jpg,DL,Delhi,DL6CM6683,google_images
car-wbs-DL7CN5617_00000.png,DL,Delhi,DL7CN5617,google_images
car-wbs-DL8CX4850_00000.png,DL,Delhi,DL8CX4850,google_images
video10_640.jpg,DL,Delhi,DL3CCQ0107,video_images
video10_650.jpg,DL,Delhi,DL3CCQ0107,video_images
video10_660.jpg,DL,Delhi,DL3CCQ0107,video_images
video10_670.jpg,DL,Delhi,DL3CCQ0107,video_images
video10_690.jpg,DL,Delhi,DL3CCQ0107,video_images
video10_710.jpg,DL,Delhi,DL3CCQ0107,video_images
video10_720.jpg,DL,Delhi,DL3CCQ0107,video_images
video2_1480.jpg,DL,Delhi,DL8CN6308,video_images
video2_1490.jpg,DL,Delhi,DL8CN6308,video_images
video2_1510.jpg,DL,Delhi,DL8CN6308,video_images
video2_1590.jpg,DL,Delhi,DL8CN6308,video_images
video2_1750.jpg,DL,Delhi,DL8CN6308,video_images
video2_1820.jpg,DL,Delhi,DL8CN6308,video_images
video2_1830.jpg,DL,Delhi,DL8CN6308,video_images
DN1.jpg,DN,Dadra & Nagar Haveli,DN09H2191,State-wise_OLX
DN2.jpg,DN,Dadra & Nagar Haveli,DN09J1548,State-wise_OLX
DN3.jpg,DN,Dadra & Nagar Haveli,DN09H0968,State-wise_OLX
DN4.jpg,DN,Dadra & Nagar Haveli,DN09J0032,State-wise_OLX
DN5.jpg,DN,Dadra & Nagar Haveli,DN09D2724,State-wise_OLX
DN6.jpg,DN,Dadra & Nagar Haveli,DN0901438,State-wise_OLX
DN7.jpg,DN,Dadra & Nagar Haveli,DN0909704,State-wise_OLX
DN8.jpg,DN,Dadra & Nagar Haveli,DN09C0868,State-wise_OLX
b79f870d-15c7-48e3-8874-7c0e53e29f75___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_754eab882b8290b29a0454dd45580a39_555X416_1 - Copy.jpg,DU,Unknown,DUSTER,google_images
GA1.jpg,GA,Goa,GA03R9230,State-wise_OLX
GA10.jpg,GA,Goa,GA01R6315,State-wise_OLX
GA11.jpg,GA,Goa,GA03P2839,State-wise_OLX
GA12.jpg,GA,Goa,GA03Y9512,State-wise_OLX
GA13.jpg,GA,Goa,GA07K6090,State-wise_OLX
GA2.jpg,GA,Goa,GA08M0184,State-wise_OLX
GA3.jpg,GA,Goa,GA01S5594,State-wise_OLX
GA4.jpg,GA,Goa,GA01C2098,State-wise_OLX
GA5.jpg,GA,Goa,GA01E5947,State-wise_OLX
GA6.jpg,GA,Goa,GA02J2129,State-wise_OLX
GA7.jpg,GA,Goa,GA07K7150,State-wise_OLX
GA8.jpg,GA,Goa,GA05B5077,State-wise_OLX
GA9.jpg,GA,Goa,GA06E3855,State-wise_OLX
304b14b8-dc3c-41cb-94b6-635864e2e964___number-plate-protector-car-safeplate-250x250.jpg.jpeg,GJ,Gujarat,GJ07BR1336,google_images
3c0a3772-d18d-4ff7-861c-7e50b7974edb___1393874-take-look-number-plate-imageuploadedbyteambhp1437414250.447892.jpg.jpeg,GJ,Gujarat,GJW115A1138,google_images
3f677265-d5fa-439f-be23-feaacce22c49___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_848126147_2_1080x720_nissan-terrano-xl-d-plus-2014-diesel-upload-photos.jpg,GJ,Gujarat,GJ05JH2501,google_images
6d69b523-72b7-4be9-a79f-428ef8148dcd___81auoS-H8eL._SX425_.jpg.jpeg,GJ,Gujarat,GJ01MW7581,google_images
GJ1.jpg,GJ,Gujarat,GJ7AG4373,State-wise_OLX
GJ10.jpg,GJ,Gujarat,GJ01RA8370,State-wise_OLX
GJ11.jpg,GJ,Gujarat,GJ06HS1855,State-wise_OLX
GJ12.jpg,GJ,Gujarat,GJ06PA0097,State-wise_OLX
GJ13.jpg,GJ,Gujarat,GJ06KP8508,State-wise_OLX
GJ14.jpg,GJ,Gujarat,GJ06DG9355,State-wise_OLX
GJ15.jpg,GJ,Gujarat,GJ01HS1902,State-wise_OLX
GJ16.jpg,GJ,Gujarat,GJ01KC9959,State-wise_OLX
GJ17.jpg,GJ,Gujarat,GJ06DQ3712,State-wise_OLX
GJ18.jpg,GJ,Gujarat,GJ01RN4259,State-wise_OLX
GJ2.jpg,GJ,Gujarat,GJ15CB3980,State-wise_OLX
GJ20.jpg,GJ,Gujarat,GJ01RK2430,State-wise_OLX
GJ21.jpg,GJ,Gujarat,GJ12CG2526,State-wise_OLX
GJ22.jpg,GJ,Gujarat,GJ18BD5216,State-wise_OLX
GJ23.jpg,GJ,Gujarat,GJ01RS0198,State-wise_OLX
GJ24.jpg,GJ,Gujarat,GJ23CC8798,State-wise_OLX
GJ25.jpg,GJ,Gujarat,GJ01HM5887,State-wise_OLX
GJ26.jpg,GJ,Gujarat,GJ09AG8384,State-wise_OLX
GJ27.jpg,GJ,Gujarat,GJ18BK6705,State-wise_OLX
GJ28.jpg,GJ,Gujarat,GJ05JB6589,State-wise_OLX
GJ29.jpg,GJ,Gujarat,GJ01RM3413,State-wise_OLX
GJ4.jpg,GJ,Gujarat,GJ06JE4788,State-wise_OLX
GJ5.jpg,GJ,Gujarat,GJ1SCG7928,State-wise_OLX
GJ6.jpg,GJ,Gujarat,GJ06FK2977,State-wise_OLX
GJ7.jpg,GJ,Gujarat,GJ34B9811,State-wise_OLX
GJ8.jpg,GJ,Gujarat,GJ16CH9827,State-wise_OLX
GJ9.jpg,GJ,Gujarat,GJ05RE8119,State-wise_OLX
a2f87691-b9f5-4274-ac5a-8764e9ba282c___1571669d1477648169-your-favourite-number-plate-font-13.jpg.jpeg,GJ,Gujarat,GJ05JD9759,google_images
c795950c-766a-4a2e-9636-62d663d6f06b___62bf1edb36141f114521ec4bb4175579.jpg.jpeg,GJ,Gujarat,GJ7BB766,google_images
car-wbs-GJ03JL0126_00000.png,GJ,Gujarat,GJ03JL0126,google_images
car-wbs-GJ05JH2501_00000.jpg,GJ,Gujarat,GJ05JH2501,google_images
car-wbs-GJ05JH2501_00001.jpg,GJ,Gujarat,GJ05JH2501,google_images
car-wbs-GJW115A1138_00000.jpeg,GJ,Gujarat,GJW115A1138,google_images
dfedf2ad-6596-48d4-a7f6-171e55c8f637___1160575d1383218860-high-security-registration-plates-hsrp-india-wp_20131030_16_01_22_pro.jpg.jpeg,GJ,Gujarat,GJ051D9443,google_images
e1d7921f-5e58-46c7-b4f9-9fd4585508f1___IMG_9072.jpg.jpeg,GJ,Gujarat,GJ1KF1111,google_images
e4907f73-1fbc-412c-a766-9c81bb31449c___2016-Chevrolet-TrailBlazer-India-Test-Drive-Review-e1442832290349.jpg.jpeg,GJ,Gujarat,GJ17TC214,google_images
f94e9bcf-ec4a-418a-8685-14b71b82a039___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_848126147_1_1080x720_nissan-terrano-xl-d-plus-2014-diesel-surat.jpg,GJ,Gujarat,GJ05JH2501,google_images
video10_1700.jpg,GJ,Gujarat,GJ15D0564,video_images
video10_1710.jpg,GJ,Gujarat,GJ15D0564,video_images
video12_140.jpg,GJ,Gujarat,GJ15CD0564,video_images
video12_150.jpg,GJ,Gujarat,GJ15CD0564,video_images
video4_1100.jpg,GJ,Gujarat,GJ12FA0735,video_images
fda5760a-c6ff-43a9-8ce7-61e808f109ea___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan_terrano_ii_nissan_terrano_ii_2_7_tdi_se_4x4_3330085523722771900.jpg,HD,Unknown,HD02NP0,google_images
18f2e55e-0724-4eee-a28e-5d552a5aa045___20455d0e2dca458f13fbf4da5a2dc118.jpg - Copy.jpeg,HP,Himachal Pradesh,HP896786,google_images
18f2e55e-0724-4eee-a28e-5d552a5aa045___20455d0e2dca458f13fbf4da5a2dc118.jpg.jpeg,HP,Himachal Pradesh,HP896786,google_images
HP1.jpg,HP,Himachal Pradesh,HP12H1324,State-wise_OLX
HP10.jpg,HP,Himachal Pradesh,HP52B5958,State-wise_OLX
HP11.jpg,HP,Himachal Pradesh,HP12H7917,State-wise_OLX
HP12.jpg,HP,Himachal Pradesh,HP36E3330,State-wise_OLX
HP13.jpg,HP,Himachal Pradesh,HP34C8986,State-wise_OLX
HP14.jpg,HP,Himachal Pradesh,HP3SG1539,State-wise_OLX
HP15.jpg,HP,Himachal Pradesh,HP22E8000,State-wise_OLX
HP16.jpg,HP,Himachal Pradesh,HP302165,State-wise_OLX
HP17.jpg,HP,Himachal Pradesh,HP20E3953,State-wise_OLX
HP18.jpg,HP,Himachal Pradesh,HP24C8D32,State-wise_OLX
HP19.jpg,HP,Himachal Pradesh,HP54C6564,State-wise_OLX
HP2.jpg,HP,Himachal Pradesh,HP16A2014,State-wise_OLX
HP20.jpg,HP,Himachal Pradesh,HP2020TR6255G,State-wise_OLX
HP21.jpg,HP,Himachal Pradesh,HP40B8992,State-wise_OLX
HP22.jpg,HP,Himachal Pradesh,HP64B3380,State-wise_OLX
HP3.jpg,HP,Himachal Pradesh,HP666807,State-wise_OLX
HP4.jpg,HP,Himachal Pradesh,HP48B2252,State-wise_OLX
HP5.jpg,HP,Himachal Pradesh,HP01N0304,State-wise_OLX
HP6.jpg,HP,Himachal Pradesh,HP01A7630,State-wise_OLX
HP7.jpg,HP,Himachal Pradesh,HP12C3766,State-wise_OLX
HP8.jpg,HP,Himachal Pradesh,HP719898,State-wise_OLX
HP9.jpg,HP,Himachal Pradesh,HP23A6365,State-wise_OLX
ed6ee171-691a-4563-a79d-4f47d8ce9f85___Maruti-Suzuki-SCross-Exterior-80675.jpg.jpeg,HP,Himachal Pradesh,HPSX4000,google_images
0b24d6ed-d32f-420d-bc18-03deece29073___2015-Maruti-Ciaz-Test-Drive-Review.jpg.jpeg,HR,Haryana,HR26CK8571,google_images
12e26859-89e0-4c9b-9c59-ee793337464f___20.jpg.jpeg,HR,Haryana,HR26BR9044,google_images
13ffaad4-a186-46bd-ae5d-924d1c8d7c50___maruti-suzuki-Baleno-RS-pics-48.jpg.jpeg,HR,Haryana,HR26DA5443,google_images
1438b735-2d21-4879-8ed4-e5fa086e70c8___Maruti-Suzuki-Swift-Dzire-1.jpg.jpeg,HR,Haryana,HR26BP3543,google_images
26d2b905-4055-41fe-a933-47db0e8a0a7f___37cba8c3f681f0cb5694f16a4c54aa7b.jpg.jpeg,HR,Haryana,HR26CF5868,google_images
377b225b-e978-4e7c-8e5e-f10d8effc336___Maruti-Suzuki-Ignis-Rear-view-94486.jpg.jpeg,HR,Haryana,HR26DA0471,google_images
38cee3dd-dead-4ba0-b350-0f82d94836da___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_big_467860_1505633598.jpg,HR,Haryana,HR26TC7303,google_images
3bc3f147-2d6b-484a-8481-4a49fd8afe23___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_844581764_1_1080x720_nissan-terrano-xv-d-thp-110-ps-2013-diesel-faridabad.jpg,HR,Haryana,HR51AY9099,google_images
3febea0e-53c0-4b30-880c-3061458b93ce___Maruti-Vitara-Brezza-rear-end-full-review.jpg.jpeg,HR,Haryana,HR26U7501,google_images
41de2ad0-3785-488e-9f1f-75b76f446cc7___Maruti-Alto-K10-Photos-2.jpg.jpeg,HR,Haryana,HR26CT4063,google_images
49bdf0d9-4e64-41eb-9c19-eabdc4afb051___Maruti-Suzuki-Ciaz-Photos-30.JPG.jpeg,HR,Haryana,HR26CH3604,google_images
51d58875-0bdc-4488-84d9-8b7ad5883863___new_Maruti-Suzuki-Ignis-Rear-view-94486.jpg.jpeg,HR,Haryana,HR26DA0471,google_images
5231116f-7a07-4ce2-b437-d34b497e7969___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_844329566_3_1080x720_nissan-terrano-xe-d-2014-diesel-.jpg,HR,Haryana,HR11F7575,google_images
5cbd7465-ad12-4e6b-8eaf-d7056c3852f8___New-2018-Maruti-Suzuki-Swift-radiator-grille-600x398.jpg.jpeg,HR,Haryana,HR26DK0830,google_images
6578ae52-8431-4854-ba24-756888891756___1496414894_2017-maruti-suzuki-ciaz.jpg.jpeg,HR,Haryana,HR26TC7099,google_images
